Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,228,0909999D8Z,Financing for Cancelled Account Adjustments,Y,1000,,1000,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",,06,Management support,999,9999999999,Classified Programs,Y,37738,,37738,31148,8700,39848,36977,,36977,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,229,0604011D8Z,Next Generation Information Communications Technology (5G),Y,10292,,10292,22122,148620,170742,5893,,5893,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,230,0604011K,Next Generation Information Communications Technology (5G),Y,1500,,1500,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,231,0604538D8Z,Economic Defense Unit (EDU),Y,,,,,,,403903,189378,593281,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,232,0607162D8Z,Chemical and Biological Weapons Elimination Technology Improvement,Y,11478,,11478,14319,,14319,2931,,2931,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,233,0607210D8Z,Industrial Base Analysis and Sustainment Support,Y,515130,460000,975130,801720,10465004,11266724,1177356,40646927,41824283,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,234,0607310D8Z,Counterproliferation Modernization,Y,11151,,11151,12697,,12697,11304,,11304,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DSCA,07,Operational system development,235,0607327T,Global Theater Security Cooperation Management Information Systems (G-TSCMIS),Y,8338,,8338,6056,,6056,6010,,6010,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,07,Operational system development,236,0607384BP,Chemical and Biological Defense (Operational Systems Development),Y,73489,,73489,77337,,77337,82695,,82695,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,07,Operational system development,237,0607385BR,Counter Weapons of Mass Destruction Operational Systems Development,Y,,,,,,,4108,,4108,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,238,0607757D8Z,Radiological and Nuclear Defense Modernization Operational System Development,Y,912,,912,2941,,2941,2794,,2794,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,239,0208085JCY,Robust Infrastructure and Access,Y,48559,,48559,88522,61000,149522,155613,,155613,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,240,0208097JCY,Cyber Command and Control (Cyber C2),Y,96932,,96932,85833,,85833,85958,,85958,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,241,0208099JCY,Data and Unified Platform (D&UP),Y,91550,,91550,83039,,83039,84687,,84687,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,245,0302019K,Defense Info Infrastructure Engineering and Integration,Y,12374,,12374,16162,,16162,13312,,13312,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,246,0302609V,Countering Threats Automated Platform,Y,5617,,5617,5030,,5030,11710,,11710,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,247,0303126K,Long-Haul Communications - DCS,Y,47729,,47729,38466,,38466,10508,,10508,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,248,0303131K,Minimum Essential Emergency Communications Network (MEECN),Y,4985,,4985,5113,,5113,10307,,10307,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,250,0303140D8Z,Information Systems Security Program,Y,34804,,34804,60524,,60524,35214,,35214,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,252,0303140K,Information Systems Security Program,Y,8881,,8881,23224,,23224,33502,,33502,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,253,0303153K,Defense Spectrum Organization,Y,24530,,24530,20174,,20174,49466,,49466,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,254,0303171K,Joint Planning and Execution Services,Y,3816,,3816,6242,,6242,10615,,10615,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,255,0303228K,Joint Regional Security Stacks (JRSS),Y,2284,,2284,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,256,0303267K,Auctioned Spectrum Relocation Fund,Y,2821,,2821,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,257,0303430V,Federal Investigative Services Information Technology,Y,,,,22700,,22700,50900,,50900,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,258,0303667K,Citizen Broadband Radio System,Y,5218,,5218,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,259,0303867D8Z,AMBIT - Post-Auctioned SRF,Y,48674,,48674,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,260,0303867K,AMBIT - Post-Auctioned SRF,Y,15313,,15313,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,261,0303970D8Z,SPP-L3G-ADSSD,Y,121465,,121465,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,265,0305104D8Z,Defense Industrial Base (DIB) Cyber Security Initiative,Y,14956,,14956,10687,,10687,17077,,17077,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,269,0305146V,Defense Joint Counterintelligence Activities,Y,1800,,1800,1800,,1800,6751,,6751,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,270,0305172D8Z,Combined Advanced Applications,Y,40155,,40155,22548,,22548,18912,,18912,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,272,0305186D8Z,Policy R&D Programs,Y,6094,,6094,5996,,5996,11740,,11740,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,275,0305199D8Z,Net Centricity,Y,17099,,17099,16872,,16872,55673,,55673,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,277,0305208BB,Distributed Common Ground/Surface Systems,Y,5854,,5854,5656,,5656,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,282,0305387D8Z,Homeland Defense Technology Transfer Program,Y,1829,,1829,1758,,1758,1730,,1730,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,283,0305601K,Mission Partner Environments,Y,,,,,,,15464,,15464,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,293,0306250JCY,Cyber Operations Technology Support,Y,519937,,519937,473399,776449,1249848,1303094,,1303094,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,294,0307609V,National Industrial Security Systems (NISS),Y,37499,,37499,33916,,33916,19840,,19840,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,296,0505167D8Z,Radiological and Nuclear Defense Modernization,Y,727,,727,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,297,0708012K,Logistics Support Activities,Y,1406,,1406,2876,,2876,2051,,2051,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,07,Operational system development,298,0708012S,Pacific Disaster Centers,Y,6129,,6129,9500,,9500,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,07,Operational system development,299,0708047S,Defense Property Accountability System,Y,2894,,2894,3020,,3020,2829,,2829,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,300,1105219BB,MQ-9 UAV,Y,33579,,33579,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,301,1160279BB,Small Business Innovative Research/Small Bus Tech Transfer Pilot Prog,Y,42044,,42044,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,302,1160403BB,Aviation Systems,Y,229942,,229942,126378,105546,231924,216781,,216781,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,303,1160405BB,Intelligence Systems Development,Y,82648,,82648,112732,,112732,109227,,109227,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,304,1160408BB,Operational Enhancements,Y,246477,,246477,253538,105973,359511,279478,,279478,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,305,1160431BB,Warrior Systems,Y,272132,,272132,294040,50425,344465,435074,,435074,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,306,1160432BB,Special Programs,Y,519,,519,541,10000,10541,25761,,25761,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,307,1160434BB,Unmanned ISR,Y,31578,,31578,10281,,10281,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,308,1160480BB,SOF Tactical Vehicles,Y,6769,,6769,10265,,10265,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,309,1160483BB,Maritime Systems,Y,194828,,194828,126047,180813,306860,351721,,351721,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,310,1160490BB,Operational Enhancements Intelligence,Y,27233,,27233,41752,,41752,25747,,25747,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,311,1203610K,Teleport Program,Y,,,,24319,,24319,22244,,22244,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",,07,Operational system development,999,9999999999,Classified Programs,Y,8704053,21722,8725775,7888395,,7888395,8923353,,8923353,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,312,0608140D8Z,Enterprise Platforms and Capabilities - Software Pilot Program,Y,,,,387238,,387238,481775,,481775,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,313,0608500D8Z,Weaponeering Code Sustainment,Y,,,,,,,23071,,23071,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,314,0608648D8Z,Acquisition Visibility - Software Pilot Program,Y,17251,,17251,17301,,17301,64364,109176,173540,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,315,0608775D8Z,Accelerate the Procurement and Fielding of Innovative Technologies (APFIT),Y,,,,75000,,75000,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,316,0608776D8Z,Defense Innovation Unit Fielding,Y,576474,,576474,269545,487343,756888,433867,,433867,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,08,Software and digital technology pilot programs,317,0303150K,Global Command and Control System,Y,32632,,32632,44474,,44474,124329,,124329,U
0107D,Office of the Inspector General,IG,02,"Research, Development, Test, and Evaluation",1,0901517X,"Inspector General, DoD, Audit, Intelligence and Non-Criminal Investigative Activities",N,1900,,1900,4625,,4625,1506,,1506,U
3007D,Golden Dome for America Fund,OSD,01,Operation and maintenance*,1,0604139D8Z,Golden Dome for America - MDA,Y,,,,,,,,893000,893000,U
3007D,Golden Dome for America Fund,OSD,01,Operation and maintenance*,2,0205159D8Z,Golden Dome for America - Army,Y,,,,,135000,135000,,7050,7050,U
3007D,Golden Dome for America Fund,OSD,01,Operation and maintenance*,3,0207159D8Z,Golden Dome for America - Air Force,Y,,,,,143500,143500,,143500,143500,U
3007D,Golden Dome for America Fund,OSD,01,Operation and maintenance*,4,0901159D8Z,Golden Dome for America,Y,,,,,55700,55700,,105684,105684,U
3007D,Golden Dome for America Fund,OSD,02,Procurement*,5,0604139D8Z,Golden Dome for America - MDA,Y,,,,,414400,414400,,1781400,1781400,U
3007D,Golden Dome for America Fund,OSD,02,Procurement*,6,0205159D8Z,Golden Dome for America - Army,Y,,,,,516100,516100,,,,U
3007D,Golden Dome for America Fund,OSD,02,Procurement*,7,0207159D8Z,Golden Dome for America - Air Force,Y,,,,,365700,365700,,365700,365700,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",8,0603159D8Z,Golden Dome for America - DARPA,Y,,,,,697700,697700,,174300,174300,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",9,0604139D8Z,Golden Dome for America - MDA,Y,,,,,3603100,3603100,367000,4129600,4496600,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",10,0604159D8Z,Golden Dome for America - SCO,Y,,,,,340000,340000,,200000,200000,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",11,0104159D8Z,"Golden Dome - Directed Energy System Development, Integration and Assessment",Y,,,,,142000,142000,,452000,452000,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",12,0205159D8Z,Golden Dome for America - Army,Y,,,,,839000,839000,,427000,427000,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",13,0207159D8Z,Golden Dome for America - Air Force,Y,,,,,182800,182800,,615000,615000,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",14,0304159D8Z,Golden Dome for America - USD(I&S),Y,,,,,641100,641100,,496702,496702,U
3007D,Golden Dome for America Fund,OSD,03,"Research, dev, test & eval*",15,0901159D8Z,Golden Dome for America,Y,,,,,2243200,2243200,30971,2792517,2823488,U
